date_in_document,date_indexed,date_matches,inn_in_document,inn_indexed,inn_matches,issuer_in_document,issuer_indexed,message_id,name_matches,status
01.12.2022,01.12.2022,True,5029014809,5032000228,False,"Публичное акционерное общество ""Краснополянская птицефабрика""","Публичное акционерное общество ""Голицынская птицефабрика""",4133081,False,mismatch
02.12.2022,01.12.2022,False,7831000027,5615002700,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","Публичное акционерное общество ""Орскнефтеоргсинтез""",4133276,False,mismatch
05.12.2022,02.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4133539,True,ok
06.12.2022,05.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4133938,True,ok
07.12.2022,06.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4134385,True,ok
08.12.2022,07.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4134644,True,ok
08.12.2022,08.12.2022,True,2320109650,7831000027,False,"Публичное акционерное общество ""Интер РАО ЕЭС""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4134782,False,mismatch
09.12.2022,08.12.2022,False,7831000027,2320109650,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","Публичное акционерное общество ""Интер РАО ЕЭС""",4134953,False,mismatch
12.12.2022,09.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4135260,True,ok
12.12.2022,12.12.2022,True,2320109650,7831000027,False,"Публичное акционерное общество ""Интер РАО ЕЭС""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4135422,False,mismatch
13.12.2022,12.12.2022,False,7831000027,2320109650,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","Публичное акционерное общество ""Интер РАО ЕЭС""",4135607,False,mismatch
14.12.2022,13.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4135978,True,ok
14.12.2022,30.11.2022,False,6168002922,5100000010,False,"Публичное акционерное общество ""ТНС энерго Ростов-на-Дону""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ""",4136224,False,mismatch
15.12.2022,14.11.2022,False,7202002839,2351004520,False,"Публичное акционерное общество ""Тюменнефтекомплектсервис""","Публичное акционерное общество ""Марьинское""",4136304,False,mismatch
15.12.2022,21.11.2022,False,6106001076,1660004878,False,"Публичное акционерное общество ""Шахаевское""","Акционерное общество ""Казанский завод компрессорного машиностроения""",4136359,False,mismatch
15.12.2022,14.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4136367,True,ok
15.12.2022,15.12.2022,True,6106001076,7202002839,False,"Публичное акционерное общество ""Шахаевское""","Публичное акционерное общество ""Тюменнефтекомплектсервис""",4136418,False,mismatch
15.12.2022,14.12.2022,False,2308119595,6168002922,False,"Публичное акционерное общество ""ТНС энерго Кубань""","Публичное акционерное общество ""ТНС энерго Ростов-на-Дону""",4136563,False,mismatch
16.12.2022,15.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4136824,True,ok
19.12.2022,16.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4137233,True,ok
20.12.2022,19.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4137746,True,ok
20.12.2022,20.12.2022,True,6320005915,7831000027,False,"Публичное  акционерное общество ""КуйбышевАзот""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4137760,False,mismatch
21.12.2022,20.12.2022,False,7831000027,6320005915,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","Публичное акционерное общество ""КуйбышевАзот""",4138151,False,mismatch
22.12.2022,21.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4138514,True,ok
22.12.2022,22.12.2022,True,6315222985,7831000027,False,"Публичное акционерное общество энергетики и электрификации ""Самараэнерго""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4138570,False,mismatch
22.12.2022,15.12.2022,False,9102060213,6106001076,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИМФЕРОПОЛЬСКИЙ ОПТОВО-РОЗНИЧНЫЙ ПЛОДООВОЩНОЙ КОМБИНАТ""","Публичное акционерное общество ""Шахаевское""",4138784,False,mismatch
23.12.2022,01.12.2022,False,7447008002,5029014809,False,"Публичное акционерное общество ""Челябинский трикотаж""","Публичное акционерное общество ""Краснополянская птицефабрика""",4138916,False,mismatch
23.12.2022,22.12.2022,False,7831000027,6315222985,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","Публичное акционерное общество энергетики и электрификации ""Самараэнерго""",4138931,False,mismatch
26.12.2022,23.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4139379,True,ok
26.12.2022,15.12.2022,False,7701107668,2308119595,False,"Открытое акционерное общество ""Водстрой""","Публичное акционерное общество ""ТНС энерго Кубань""",4139706,False,mismatch
28.12.2022,26.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4140346,True,ok
29.12.2022,28.12.2022,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4140818,True,ok
29.12.2022,26.12.2022,False,1651000027,7701107668,False,"Публичное акционерное общество ""Нижнекамскшина""","Открытое акционерное общество ""Водстрой""",4140835,False,mismatch
09.01.2023,09.01.2023,True,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4142140,True,ok
10.01.2023,09.01.2023,False,7204660270,6320004710,False,"Публичное акционерное общество Деревообрабатывающий комбинат ""Красный Октябрь""",Публичное акционерное общество Трансаммиак,4142903,False,mismatch
10.01.2023,09.01.2023,False,4716016979,7831000027,False,"Публичное акционерное общество ""Федеральная сетевая компания - Россети""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4143356,False,mismatch
12.01.2023,09.01.2023,False,2320109650,4716016979,False,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Федеральная сетевая компания - Россети""",4144019,False,mismatch
12.01.2023,12.01.2023,True,4909047613,2320109650,False,"Публичное акционерное общество ""Магаданский морской торговый порт""","Публичное акционерное общество ""Интер РАО ЕЭС""",4144022,False,mismatch
13.01.2023,11.01.2023,False,6320004728,4909047613,False,"Публичное акционерное общество ""Тольяттиазот""","Публичное акционерное общество ""Магаданский морской торговый порт""",4144180,False,mismatch
13.01.2023,12.01.2023,False,2460066195,6320004728,False,"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""","Публичное акционерное общество ""Тольяттиазот""",4144316,False,mismatch
23.01.2023,13.01.2023,False,7831000027,2460066195,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""",4146088,False,mismatch
23.01.2023,10.01.2023,False,9203535745,7204660270,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВАСТОПОЛЬСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ 14369""","Публичное акционерное общество Деревообрабатывающий комбинат ""Красный Октябрь""",4146112,False,mismatch
24.01.2023,23.01.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4146445,True,ok
26.01.2023,24.01.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4147050,True,ok
27.01.2023,26.01.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4147503,True,ok
30.01.2023,27.01.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4147803,True,ok
31.01.2023,30.01.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4148255,True,ok
01.02.2023,31.01.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4148571,True,ok
02.02.2023,01.02.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4148965,True,ok
02.02.2023,02.02.2023,True,2461007731,7831000027,False,"Акционерное Общество ""Красноярский судоремонтный завод""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4149043,False,mismatch
02.02.2023,01.02.2023,False,7725043886,2461007731,False,"Публичное акционерное общество ""Завод имени И.А. Лихачева""","Акционерное Общество ""Красноярский судоремонтный завод""",4149156,False,mismatch
02.02.2023,02.02.2023,True,2320109650,7725043886,False,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Завод имени И.А. Лихачева""",4149216,False,mismatch
03.02.2023,02.02.2023,False,7831000027,2320109650,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","Публичное акционерное общество ""Интер РАО ЕЭС""",4149378,False,mismatch
03.02.2023,13.01.2023,False,7430000076,9203535745,False,"Публичное акционерное общество ""Коелгамрамор""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВАСТОПОЛЬСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ 14369""",4149402,False,mismatch
06.02.2023,03.02.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4149903,True,ok
07.02.2023,06.02.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4150335,True,ok
08.02.2023,07.02.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4150778,True,ok
08.02.2023,09.01.2023,False,7718013390,6671156423,False,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХОЛДИНГ ЭРСО""","Публичное акционерное общество ""ЭЛ5-Энерго""",4150903,False,mismatch
08.02.2023,07.02.2023,False,6320004728,7718013390,False,"Публичное акционерное общество ""Тольяттиазот""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХОЛДИНГ ЭРСО""",4150910,False,mismatch
09.02.2023,08.02.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4151171,True,ok
09.02.2023,09.02.2023,True,1660004878,7831000027,False,"Акционерное общество ""Казанский завод компрессорного машиностроения""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4151217,False,mismatch
10.02.2023,08.02.2023,False,7831000027,1660004878,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","Акционерное общество ""Казанский завод компрессорного машиностроения""",4151433,False,mismatch
13.02.2023,10.02.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4151740,True,ok
14.02.2023,07.02.2023,False,7450003445,6320004728,False,"Публичное акционерное Общество ""Челябинский машиностроительный завод автомобильных прицепов ""Уралавтоприцеп""","Публичное акционерное общество ""Тольяттиазот""",4152145,False,mismatch
02.03.2023,13.02.2023,False,2320109650,7831000027,False,"Публичное акционерное общество ""Интер РАО ЕЭС""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4156602,False,mismatch
03.03.2023,02.03.2023,False,7831000027,2320109650,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","Публичное акционерное общество ""Интер РАО ЕЭС""",4156745,False,mismatch
03.03.2023,02.03.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4156748,True,ok
06.03.2023,03.02.2023,False,4003003825,7430000076,False,"Публичное акционерное общество Агропромышленная фирма ""Кривское""","Публичное акционерное общество ""Коелгамрамор""",4157058,False,mismatch
06.03.2023,03.03.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4157119,True,ok
06.03.2023,17.01.2023,False,2618003921,7453006148,False,"Публичное акционерное общество ""Винсадское""","Публичное акционерное общество ""Челябинский часовой завод ""Молния""",4157420,False,mismatch
07.03.2023,06.03.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4157550,True,ok
09.03.2023,07.03.2023,False,7831000027,7831000027,True,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4157914,True,ok
09.03.2023,06.03.2023,False,5256003955,2618003921,False,"Публичное акционерное общество ""ГОТХ""","Публичное акционерное общество ""Винсадское""",4158151,False,mismatch
15.03.2023,09.03.2023,False,7734034454,7831000027,False,"Публичное акционерное общество ""Первый Московский завод радиодеталей""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",4159515,False,mismatch
17.03.2023,04.03.2023,False,5032000228,4003003825,False,"Публичное акционерное общество ""Голицынская птицефабрика""","Публичное акционерное общество Агропромышленная фирма ""Кривское""",4160245,False,mismatch
17.03.2023,17.03.2023,True,5029014809,5032000228,False,"Публичное акционерное общество ""Краснополянская птицефабрика""","Публичное акционерное общество ""Голицынская птицефабрика""",4160254,False,mismatch
17.03.2023,07.03.2023,False,1021050068,5256003955,False,"Публичное акционерное общество ""Шуялес""","Публичное акционерное общество ""ГОТХ""",4160272,False,mismatch
17.03.2023,15.03.2023,False,7729355029,7734034454,False,"Публичное акционерное общество ""Детский мир""","Публичное акционерное общество ""Первый Московский завод радиодеталей""",4160444,False,mismatch
22.03.2023,14.02.2023,False,6652002570,7450003445,False,"Открытое акционерное общество ""Промышленная упаковка""","Публичное акционерное Общество ""Челябинский машиностроительный завод автомобильных прицепов ""Уралавтоприцеп""",4161476,False,mismatch
28.03.2023,17.03.2023,False,3818000687,5029014809,False,"Акционерное общество ""Осетровский речной порт""","Публичное акционерное общество ""Краснополянская птицефабрика""",4163243,False,mismatch
12.04.2023,27.03.2023,False,7447008002,3818000687,False,"Публичное акционерное общество ""Челябинский трикотаж""","Акционерное общество ""Осетровский речной порт""",4169012,False,mismatch
13.04.2023,12.04.2023,False,5100000010,7447008002,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ""","Публичное акционерное общество ""Челябинский трикотаж""",4169499,False,mismatch
13.04.2023,17.03.2023,False,7708009405,1021050068,False,"Публичное акционерное общество ""Центротранстехмонтаж""","Публичное акционерное общество ""Шуялес""",4169660,False,mismatch
14.04.2023,13.04.2023,False,7453014928,7708009405,False,"Публичное акционерное общество ""Научно-исследовательский институт по измерительной технике""","Публичное акционерное общество ""Центротранстехмонтаж""",4169782,False,mismatch
20.04.2023,22.03.2023,False,1500000120,6652002570,False,"Публичное Акционерное Общество ""Кристалл""","Открытое акционерное общество ""Промышленная упаковка""",4171929,False,mismatch
25.04.2023,13.04.2023,False,7447008002,5100000010,False,"Публичное акционерное общество ""Челябинский трикотаж""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ""",4173106,False,mismatch
27.04.2023,24.04.2023,False,8601013827,7447008002,False,"Акционерное общество ""Ханты-Мансийскдорстрой""","Публичное акционерное общество ""Челябинский трикотаж""",4174541,False,mismatch
03.05.2023,14.04.2023,False,6608003052,7453014928,False,Публичное  акционерное общество Банк Синара,"Публичное акционерное общество ""Научно-исследовательский институт по измерительной технике""",4176249,False,mismatch
03.05.2023,02.05.2023,False,9201011320,6608003052,False,"Публичное акционерное общество ""Севастопольское автотранспортное предприятие 14330""",Публичное акционерное общество Банк Синара,4176333,False,mismatch
04.05.2023,03.05.2023,False,5507003657,9201011320,False,"Публичное акционерное общество проектно-промышленно-строительно-ремонтное объединение ""Омскагропромдорстрой""","Публичное акционерное общество ""Севастопольское автотранспортное предприятие 14330""",4176671,False,mismatch
15.05.2023,27.04.2023,False,3443009921,8601013827,False,"Публичное акционерное общество ""Международный аэропорт Волгоград""","Акционерное общество ""Ханты-Мансийскдорстрой""",4179255,False,mismatch
17.05.2023,15.05.2023,False,7705004590,3443009921,False,"Открытое акционерное общество ""Внешнеэкономическое объединение ""ТЕХНОСТРОЙЭКСПОРТ""","Публичное акционерное общество ""Международный аэропорт Волгоград""",4180181,False,mismatch
18.05.2023,17.05.2023,False,7701107668,7705004590,False,"Открытое акционерное общество ""Водстрой""","Открытое акционерное общество ""Внешнеэкономическое объединение ""ТЕХНОСТРОЙЭКСПОРТ""",4180706,False,mismatch
18.05.2023,20.04.2023,False,5836605167,1500000120,False,"Публичное акционерное общество ""Электромеханика""","Публичное Акционерное Общество ""Кристалл""",4180769,False,mismatch
18.05.2023,17.03.2023,False,7734034454,7729355029,False,"Публичное акционерное общество ""Первый Московский завод радиодеталей""","Публичное акционерное общество ""Детский мир""",4180785,False,mismatch
23.05.2023,18.05.2023,False,5403101628,5836605167,False,"Публичное акционерное общество ""Тяжстанкогидропресс""","Публичное акционерное общество ""Электромеханика""",4182659,False,mismatch
30.05.2023,03.05.2023,False,7729355029,5507003657,False,"Публичное акционерное общество ""Детский мир""","Публичное акционерное общество проектно-промышленно-строительно-ремонтное объединение ""Омскагропромдорстрой""",4185989,False,mismatch
30.05.2023,29.05.2023,False,7729355029,7729355029,True,"Публичное акционерное общество ""Детский мир""","Публичное акционерное общество ""Детский мир""",4185998,True,ok
01.06.2023,18.05.2023,False,1835012826,7734034454,False,"Публичное акционерное общество ""Ижевский завод нефтяного машиностроения""","Публичное акционерное общество ""Первый Московский завод радиодеталей""",4187181,False,mismatch
02.06.2023,31.05.2023,False,5615002700,1835012826,False,"Публичное акционерное общество ""Орскнефтеоргсинтез""","Публичное акционерное общество ""Ижевский завод нефтяного машиностроения""",4187525,False,mismatch
06.06.2023,27.03.2023,False,6163011391,6163011391,True,"Публичное акционерное общество коммерческий банк ""Центр-инвест""","Публичное акционерное общество коммерческий банк ""Центр-инвест""",4188484,True,ok
06.06.2023,01.06.2023,False,6163011391,5615002700,False,"Публичное акционерное общество коммерческий банк ""Центр-инвест""","Публичное акционерное общество ""Орскнефтеоргсинтез""",4188489,False,mismatch
06.06.2023,05.06.2023,False,2320109650,6163011391,False,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество коммерческий банк ""Центр-инвест""",4188740,False,mismatch
09.06.2023,06.06.2023,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4189894,True,ok
15.06.2023,17.05.2023,False,2618003921,7701107668,False,"Публичное акционерное общество ""Винсадское""","Открытое акционерное общество ""Водстрой""",4191548,False,mismatch
19.06.2023,23.05.2023,False,9701082537,5403101628,False,"Публичное акционерное общество ""ГЛОБАЛТРАК МЕНЕДЖМЕНТ""","Публичное акционерное общество ""Тяжстанкогидропресс""",4192270,False,mismatch
23.06.2023,09.06.2023,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4194330,True,ok
26.06.2023,30.05.2023,False,3327210280,7729355029,False,"Акционерное общество ""Владимирглавснаб""","Публичное акционерное общество ""Детский мир""",4194532,False,mismatch
06.07.2023,23.06.2023,False,2460066195,2320109650,False,"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""","Публичное акционерное общество ""Интер РАО ЕЭС""",4200141,False,mismatch
